negatives
"('P51693', 'Q99547')"
"('Q92841', 'Q99459')"
"('P50395', 'Q13177')"
"('P63104', 'Q86UR1')"
"('P28331', 'O75306')"
"('Q08999', 'P35232')"
"('P12757', 'Q07954')"
"('P35626', 'A6NDL8')"
"('P04141', 'P17096')"
"('P05386', 'P68104')"
"('Q9Y265', 'P49450')"
"('P22607', 'P62917')"
"('Q8N6D2', 'P61088')"
"('P62491', 'Q9UET6')"
"('P63165', 'P49711')"
"('Q15046', 'P04406')"
"('Q9P212', 'P24723')"
"('Q7Z6L1', 'P49368')"
"('P28482', 'P04406')"
"('Q7Z6J6', 'O60716')"
"('Q12923', 'Q9BUL8')"
"('O75325', 'P18206')"
"('O60262', 'O60840')"
"('P78317', 'Q8IX04')"
"('Q15365', 'P52597')"
"('Q15572', 'P16104')"
"('Q8WXH5', 'Q14765')"
"('O95967', 'P28300')"
"('P28290', 'P62258')"
"('P84103', 'P07910')"
"('P20963', 'P10144')"
"('Q9NXE4', 'Q9NPD3')"
"('P63092', 'P62879')"
"('P43630', 'P29350')"
"('Q96PD4', 'Q96F46')"
"('O14920', 'Q9Y6Q9')"
"('O60260', 'Q969H0')"
"('P24941', 'Q9P2S5')"
"('P17980', 'O75832')"
"('P36897', 'P36873')"
"('P22612', 'P63027')"
"('P04843', 'Q9Y2Q3')"
"('P56199', 'Q9HBI1')"
"('Q13526', 'Q13432')"
"('Q5VWK5', 'O60674')"
"('Q15906', 'Q96L91')"
"('P48443', 'Q92793')"
"('O15519', 'Q13158')"
"('Q99814', 'P27540')"
"('P46783', 'Q9Y6K9')"
"('Q6ZNA4', 'P61081')"
"('Q07889', 'Q3MIN7')"
"('Q9ULV8', 'P42338')"
"('O43915', 'P09619')"
"('P62136', 'Q92736')"
"('P05386', 'P62714')"
"('Q13485', 'P30968')"
"('Q92985', 'P41182')"
"('P23246', 'P12956')"
"('O43426', 'P16333')"
"('Q00536', 'P63104')"
"('Q13705', 'P84022')"
"('O76070', 'P25205')"
"('P04222', 'P60900')"
"('Q9BYW1', 'P08047')"
"('Q13415', 'O43929')"
"('P39748', 'Q13573')"
"('P16885', 'P06241')"
"('P14784', 'P55884')"
"('O00141', 'P26640')"
"('406984', 'O60315')"
"('P08107', 'Q9NYJ8')"
"('Q8IW19', 'P18887')"
"('P43405', 'Q8WV28')"
"('P38484', 'P42224')"
"('P49674', 'O60716')"
"('P35222', 'O00182')"
"('P54646', 'Q8N122')"
"('Q9UFC0', 'Q99459')"
"('P49757', 'Q9UM47')"
"('P46531', 'P12644')"
"('Q15424', 'P99999')"
"('P06702', 'Q01995')"
"('P63104', 'Q14C86')"
"('P81605', 'Q9NWA0')"
"('Q5JQF8', 'Q96EP5')"
"('Q9NPC6', 'P35609')"
"('P46108', 'Q14289')"
"('P25786', 'P23508')"
"('Q71UI9', 'Q96DB2')"
"('Q9Y572', 'Q9P0K7')"
"('P63244', 'Q01959')"
"('P12318', 'Q16539')"
"('Q8IX12', 'Q8IYB3')"
"('Q8N357', 'P13686')"
"('Q13094', 'P20273')"
"('P23508', 'O00273')"
"('Q92598', 'P11142')"
"('O75928', 'P42226')"
"('Q14790', 'P55210')"
"('P40926', 'P23381')"
"('Q9BV68', 'Q9Y2X8')"
"('P62258', 'Q684P5')"
"('Q01860', 'P08620')"
"('P49815', 'P67775')"
"('B1A4H9', 'Q5VWK5')"
"('P40429', 'P61353')"
"('P22736', 'Q9HC38')"
"('Q9H7E9', 'Q9BVA1')"
"('O14727', 'P08107')"
"('P41743', 'O75323')"
"('Q6ZVD8', 'P31751')"
"('Q13114', 'Q9H171')"
"('Q12933', 'Q9UQN3')"
"('P62330', 'Q9Y3P9')"
"('Q9UBD9', 'P78552')"
"('Q01082', 'P84022')"
"('Q09013', 'Q13526')"
"('Q13315', 'P42696')"
"('Q8IYB3', 'P51991')"
"('Q9NSB8', 'P27986')"
"('P67809', 'Q14683')"
"('P08603', 'Q03591')"
"('Q9BTU6', 'O95166')"
"('Q96QB1', 'P60953')"
"('P25490', 'P62805')"
"('O95433', 'O15360')"
"('P30304', 'P06493')"
"('P62829', 'P20333')"
"('P40424', 'P31314')"
"('P16220', 'O60443')"
"('Q92769', 'P51610')"
"('P35626', 'O95006')"
"('Q9UBC3', 'Q15047')"
"('Q9NRI5', 'Q9NQW7')"
"('Q16665', 'O94888')"
"('Q9BUJ2', 'Q15287')"
"('P62753', 'Q15843')"
"('Q13315', 'Q96ER3')"
"('Q9Y2T4', 'P31751')"
"('Q9UNE7', 'P51668')"
"('P01040', 'P21246')"
"('Q14197', 'Q9H7H0')"
"('P10914', 'O43734')"
"('Q15843', 'Q08945')"
"('Q04206', 'P30153')"
"('P63010', 'P36897')"
"('P51946', 'P25786')"
"('P62714', 'P60510')"
"('Q00341', 'Q9H8T0')"
"('Q99963', 'P00533')"
"('Q8IU60', 'Q96F86')"
"('Q09472', 'P06899')"
"('Q96J02', 'Q9H0E2')"
"('P84022', 'Q9NQ87')"
"('P16333', 'Q13094')"
"('P04183', 'Q71U36')"
"('P62829', 'P62888')"
"('P25116', 'Q8WYR1')"
"('Q03405', 'Q15527')"
"('P61981', 'P62258')"
"('P40305', 'P42224')"
"('P46108', 'Q9HCU4')"
"('Q99759', 'Q05639')"
"('Q15365', 'P31943')"
"('O75460', 'P45983')"
"('P25054', 'O94979')"
"('Q13554', 'P27361')"
"('P28562', 'P61024')"
"('Q9NWT1', 'Q9HCE7')"
"('P54257', 'Q08170')"
"('Q14643', 'Q9BS26')"
"('P62877', 'Q9UK73')"
"('P63092', 'O14775')"
"('Q14197', 'Q9BYD1')"
"('Q96LR5', 'Q96GF1')"
"('Q9NZD4', 'P69905')"
"('P41220', 'P51946')"
"('P15923', 'Q92793')"
"('P23508', 'O95163')"
"('O60603', 'Q9BXN2')"
"('Q15047', 'Q8TF65')"
"('P43146', 'P62829')"
"('P22612', 'O14610')"
"('P01100', 'P15336')"
"('P17301', 'Q9HBI1')"
"('P61201', 'Q9H9Q2')"
"('Q12772', 'Q6H8Q1')"
"('P05113', 'Q01344')"
"('Q86YT6', 'Q9Y2X8')"
"('407010', 'P48061')"
"('Q16363', 'Q5UIP0')"
"('Q92845', 'Q5EB52')"
"('P42768', 'Q15642')"
"('P05362', 'P40763')"
"('P98164', 'P78352')"
"('O95996', 'P20823')"
"('Q9BUH8', 'P15622')"
"('Q9UFG5', 'Q96L14')"
"('P19087', 'P18545')"
"('P25929', 'P04899')"
"('Q12967', 'O14939')"
"('P05107', 'P42338')"
"('O43257', 'Q6ZRS2')"
"('Q13451', 'Q14164')"
"('P56856', 'Q96B33')"
"('P00488', 'O43809')"
"('Q8IZ07', 'Q9H0E2')"
"('O15530', 'Q8TBF2')"
"('Q07817', 'Q8NEY8')"
"('Q15287', 'Q14498')"
"('Q9BPX5', 'Q07889')"
"('P67936', 'P19429')"
"('Q13352', 'P08559')"
"('P11586', 'P01243')"
"('P62328', 'Q8WWQ8')"
"('P04183', 'Q8TF32')"
"('P50914', 'P18621')"
"('P63261', 'Q15628')"
"('P05019', 'P08581')"
"('P32455', 'P42224')"
"('Q96F86', 'P31947')"
"('P06746', 'P27695')"
"('Q12982', 'O43889')"
"('Q9NSA1', 'P09619')"
"('P61224', 'P14618')"
"('A0JLT2', 'O00567')"
"('P21802', 'Q9NR46')"
"('Q01844', 'P49023')"
"('P59768', 'Q13698')"
"('Q0D2J5', 'Q9NX65')"
"('Q9Y219', 'O00548')"
"('P63104', 'P49815')"
"('Q14974', 'Q06455')"
"('P01570', 'P08887')"
"('P68032', 'P45379')"
"('O00483', 'O75438')"
"('P25786', 'P42898')"
"('P08631', 'Q13177')"
"('Q86Z02', 'O75400')"
"('Q13237', 'P32418')"
"('Q9Y4K3', 'Q9BUF5')"
"('Q96EP1', 'P61077')"
"('Q99750', 'Q5T5S1')"
"('P03901', 'Q9Y6M9')"
"('P10914', 'P63165')"
"('Q6UWE0', 'Q9UIF7')"
"('O14561', 'P56556')"
"('P61604', 'Q04724')"
"('P27986', 'P62993')"
"('O15379', 'Q9Y5X4')"
"('Q9UNX3', 'Q02543')"
"('Q6FHJ7', 'Q9ULW2')"
"('P42224', 'P30281')"
"('Q08170', 'O95400')"
"('P13612', 'P63104')"
"('Q12933', 'Q9NP84')"
"('P16401', 'P83916')"
"('Q86V81', 'Q12986')"
"('P25791', 'P56715')"
"('Q9Y3D0', 'Q9Y5J5')"
"('Q14498', 'Q8NAV1')"
"('Q7L2J0', 'P61978')"
"('P56545', 'P49915')"
"('P56537', 'Q16658')"
"('P46108', 'Q8WU20')"
"('Q04637', 'Q14CS0')"
"('Q9UHX1', 'Q13283')"
"('P02545', 'P35555')"
"('P62834', 'Q8WWN8')"
"('Q8NGD0', 'P38405')"
"('Q15717', 'P15692')"
"('Q9UKY1', 'P36957')"
"('O14908', 'P35606')"
"('Q9UBL3', 'O15047')"
"('Q15714', 'O00483')"
"('O14641', 'Q8N684')"
"('P28223', 'Q01668')"
"('P06241', 'P20963')"
"('Q16655', 'P46934')"
"('P01106', 'P04792')"
"('Q6P2Q9', 'Q92917')"
"('Q86YW9', 'Q9UHV7')"
"('P48556', 'Q06323')"
"('P53992', 'Q5JRA6')"
"('Q9NZV5', 'Q9H2G2')"
"('P51610', 'Q9NRF9')"
"('Q5TCS8', 'Q15121')"
"('O43521', 'P31749')"
"('Q15306', 'Q9Y4K3')"
"('Q13573', 'Q96I25')"
"('Q8NHJ6', 'P31995')"
"('P09661', 'P40337')"
"('O15524', 'Q04206')"
"('Q9UJX2', 'O14497')"
"('P35372', 'P63215')"
"('P47813', 'O94829')"
"('P58107', 'O95782')"
"('P29350', 'P04629')"
"('Q9BXT4', 'P06241')"
"('Q16539', 'Q03188')"
"('P16383', 'P06241')"
"('P13612', 'Q9Y4G6')"
"('Q16637', 'Q92882')"
"('Q06587', 'O00257')"
"('P62701', 'P08708')"
"('P31995', 'Q8N6C8')"
"('P49674', 'O15055')"
"('Q96A57', 'Q9P0T7')"
"('Q96L34', 'Q7L576')"
"('Q05086', 'P33993')"
"('P20618', 'P11171')"
"('P08754', 'Q3V6T2')"
"('O00222', 'Q9P2W3')"
"('P25054', 'O14965')"
"('P56545', 'Q96EP5')"
"('Q8IUC4', 'P31947')"
"('P11234', 'P62158')"
"('P19875', 'P32248')"
"('Q53T94', 'Q9Y2S0')"
"('Q9Y4P3', 'Q9UL18')"
"('Q16658', 'O00141')"
"('Q9Y3C5', 'Q96J02')"
"('Q9H1R2', 'P62993')"
"('P04216', 'P06239')"
"('Q12778', 'P01584')"
"('Q01844', 'Q93062')"
"('P56524', 'P0C1H6')"
"('P23508', 'P21964')"
"('P62851', 'P39019')"
"('P10636', 'P62979')"
"('Q96L50', 'Q13617')"
"('Q9Y4K3', 'P06239')"
"('P06400', 'P37231')"
"('Q9Y4K3', 'P22234')"
"('P35568', 'P23458')"
"('Q96GC9', 'Q07157')"
"('P13805', 'Q9H6R7')"
"('O75694', 'Q99459')"
"('P40121', 'Q13573')"
"('Q9UKV0', 'P0C0S8')"
"('P78545', 'Q8IUC1')"
"('Q9UKE5', 'Q01082')"
"('Q16695', 'P62316')"
"('P02671', 'P02647')"
"('P60520', 'P07237')"
"('Q9Y6M4', 'P10071')"
"('P09874', 'P0C0S5')"
"('Q16665', 'P41159')"
"('Q13162', 'P07237')"
"('P07996', 'P08253')"
"('O95819', 'Q07021')"
"('P01569', 'Q14626')"
"('P04004', 'P16144')"
"('P81877', 'Q9UPN9')"
"('P02768', 'P49792')"
"('P08581', 'O95208')"
"('P01106', 'Q9H9B1')"
"('P19086', 'P21918')"
"('Q9C086', 'Q96EZ8')"
"('P16220', 'P09016')"
"('P68104', 'Q5VVJ2')"
"('P55268', 'P26006')"
"('O15264', 'P15336')"
"('P63261', 'O43353')"
"('P30466', 'Q8N743')"
"('Q9HAT8', 'P51617')"
"('P61254', 'P63173')"
"('Q7L1Q6', 'Q9Y6E2')"
"('Q92731', 'Q9NVC6')"
"('Q12772', 'Q14789')"
"('P00519', 'Q99638')"
"('Q13285', 'Q9NPJ4')"
"('Q07157', 'P21333')"
"('Q15486', 'P61956')"
"('P09486', 'P37173')"
"('Q96DV4', 'Q9UKR5')"
"('P18206', 'P09012')"
"('Q6PI73', 'P31994')"
"('P01034', 'P0C0L4')"
"('Q86YV5', 'P05060')"
"('Q99704', 'P05107')"
"('P49368', 'P60510')"
"('P18146', 'Q9NS00')"
"('P20809', 'Q08334')"
"('P41159', 'Q01344')"
"('P46100', 'Q14240')"
"('Q13835', 'Q5MNZ9')"
"('P61201', 'Q9BT78')"
"('P00533', 'P78527')"
"('P06748', 'P23508')"
"('Q07812', 'Q9BXH1')"
"('P62841', 'P62753')"
"('P05231', 'P15260')"
"('Q15014', 'P78527')"
"('P49841', 'Q15029')"
"('Q96GD4', 'Q99459')"
"('Q9HCS7', 'P19387')"
"('Q9UHX1', 'Q92945')"
"('Q05516', 'Q13794')"
"('P15498', 'Q9GZY6')"
"('P23396', 'P63220')"
"('Q04759', 'P31749')"
"('Q8IWX8', 'Q8IX12')"
"('Q01968', 'P20339')"
"('Q7Z407', 'P16220')"
"('Q9BS26', 'P25942')"
"('P48736', 'P54709')"
"('P01024', 'P40337')"
"('Q15750', 'O15111')"
"('P31751', 'Q92574')"
"('P32121', 'Q9H339')"
"('Q15714', 'Q9GZT6')"
"('Q8NHY2', 'Q7L5Y6')"
"('P18146', 'Q9UQN3')"
"('P02786', 'P01730')"
"('P18848', 'P13984')"
"('P43146', 'P18084')"
"('P11047', 'P24043')"
"('P16220', 'Q8IZ02')"
"('Q14674', 'Q8N3U4')"
"('Q14194', 'P09429')"
"('O60262', 'P63092')"
"('P24844', 'P62736')"
"('Q9HCU9', 'Q9UK53')"
"('P62917', 'O95376')"
"('O75569', 'P06400')"
"('Q9BVW5', 'P33991')"
"('P01303', 'Q8TDS4')"
"('Q9NSI8', 'P48023')"
"('Q9Y3U8', 'P36578')"
"('Q9UNF0', 'Q9ULH1')"
"('Q9UQ26', 'P06241')"
"('P23229', 'P30101')"
"('Q9NZT2', 'Q9Y2Q3')"
"('Q16659', 'Q9H1R3')"
"('P05107', 'P43405')"
"('P61812', 'P36896')"
"('Q12778', 'Q03135')"
"('Q9Y2X7', 'Q9GZR7')"
"('P62993', 'P63010')"
"('Q9H3U1', 'P01106')"
"('Q15014', 'Q96L91')"
"('Q13526', 'Q00403')"
"('Q86SE5', 'Q99598')"
"('P28482', 'Q9UKL4')"
"('Q13418', 'Q9Y5M8')"
"('P41235', 'P22891')"
"('P48357', 'Q9Y4H2')"
"('P14866', 'Q14232')"
"('P62195', 'Q9UKF6')"
"('Q9HAU4', 'P10721')"
"('P10914', 'Q92985')"
"('P30281', 'Q9Y3I1')"
"('P19438', 'Q9Y6D5')"
"('Q9Y4K3', 'Q9NYY8')"
"('Q5VU97', 'Q9ULJ6')"
"('Q9H0K1', 'Q53ET0')"
"('Q07020', 'P62917')"
"('O95208', 'P0CG48')"
"('P10398', 'Q16539')"
"('Q9NTI5', 'O43521')"
"('P10275', 'Q12778')"
"('P02647', 'P02671')"
"('Q9UNH6', 'P43364')"
"('P62158', 'Q9UHD2')"
"('Q08170', 'Q99590')"
"('P46783', 'P62266')"
"('Q9P258', 'P30480')"
"('Q96ST3', 'P41182')"
"('O60732', 'P35269')"
"('Q00653', 'P60900')"
"('P14316', 'Q00403')"
"('P20936', 'P04632')"
"('Q05086', 'O14933')"
"('P42677', 'P25398')"
"('P51692', 'P18031')"
"('P04406', 'Q93079')"
"('P19784', 'P15336')"
"('Q86X95', 'Q92769')"
"('O95819', 'Q9UNE7')"
"('P43699', 'P55157')"
"('O60232', 'Q9H0J4')"
"('P00533', 'O00522')"
"('P12694', 'P21953')"
"('P04637', 'P01135')"
"('P63215', 'O60840')"
"('P20248', 'Q9H211')"
"('P31943', 'Q6WCQ1')"
"('O00401', 'O15511')"
"('P62888', 'P61313')"
"('Q9Y219', 'O43597')"
"('P62714', 'P45983')"
"('P0C1H6', 'Q16777')"
"('Q99613', 'O75821')"
"('O96019', 'Q9H9F9')"
"('Q9Y2H0', 'Q9H2G2')"
"('Q8NHZ7', 'O95983')"
"('P27986', 'P20810')"
"('Q09472', 'P38398')"
"('P55145', 'Q14164')"
"('Q9UJY5', 'Q99816')"
"('P63173', 'Q9HCK5')"
"('Q99459', 'O60443')"
"('Q99962', 'Q8WUM4')"
"('Q9NR96', 'P19419')"
"('Q6NXT2', 'Q99525')"
"('Q8N392', 'P62745')"
"('O15524', 'Q13651')"
"('P22301', 'P26992')"
"('Q92835', 'O43561')"
"('P11586', 'P24941')"
"('Q8WUM0', 'P07602')"
"('Q9Y5M8', 'P62330')"
"('P11586', 'P23508')"
"('P63167', 'P62993')"
"('O43303', 'Q8IW35')"
"('P16220', 'Q5JR59')"
"('Q13573', 'Q92616')"
"('Q15906', 'P16104')"
"('P42858', 'O95163')"
"('P63104', 'Q6ICG6')"
"('Q9UNL4', 'Q6IE81')"
"('P63220', 'P62854')"
"('P09038', 'P11362')"
"('P21860', 'Q08881')"
"('P09486', 'Q9HB31')"
"('P37173', 'Q8TF09')"
"('Q9NY65', 'Q13409')"
"('Q9BVJ7', 'O75530')"
"('Q8IYB3', 'P52597')"
"('Q99873', 'Q12906')"
"('Q8WX92', 'P16333')"
"('Q93063', 'Q9Y4L1')"
"('Q00325', 'P62993')"
"('Q8TEW6', 'P00533')"
"('Q13535', 'P31025')"
"('Q8NE01', 'O75365')"
"('P35626', 'Q8IXE1')"
"('Q96FA3', 'Q13546')"
"('P08047', 'P49961')"
"('O95997', 'Q14674')"
"('P07948', 'Q05397')"
"('Q9GZQ8', 'O94806')"
"('P10398', 'O15264')"
"('P02647', 'P00738')"
"('P01106', 'Q96JB3')"
"('Q9H307', 'Q15428')"
"('Q12824', 'P03372')"
"('Q9UBD5', 'Q9Y619')"
"('Q9H222', 'Q9H221')"
"('Q13547', 'Q16890')"
"('O00562', 'P53350')"
"('Q13217', 'P19525')"
"('P17693', 'P43628')"
"('Q99962', 'P30793')"
"('P67809', 'Q08170')"
"('O14775', 'Q15759')"
"('P63096', 'Q9HAV0')"
"('P17612', 'P17861')"
"('P02538', 'P15924')"
"('P63279', 'Q9UKT9')"
"('P62875', 'P30876')"
"('Q15843', 'P19532')"
"('O15047', 'P51610')"
"('P63244', 'O15350')"
"('P63208', 'Q9UKT4')"
"('Q8IV61', 'P27348')"
"('P52435', 'O95402')"
"('Q6ZW76', 'Q5VTD9')"
"('P05026', 'Q8IZ69')"
"('P10644', 'Q9H4A3')"
"('Q96B97', 'O15056')"
"('Q14155', 'Q92888')"
"('Q02978', 'Q14197')"
"('O43924', 'Q9NXU5')"
"('P01574', 'Q13261')"
"('Q14152', 'P20042')"
"('Q17RW2', 'P16070')"
"('P31152', 'P50549')"
"('P63279', 'O43255')"
"('Q9NR55', 'Q8TEY5')"
"('Q96B02', 'O94874')"
"('Q8TEW0', 'Q9NPB6')"
"('Q9P1U1', 'O15143')"
"('Q9H257', 'Q9UDY8')"
"('Q9NZJ5', 'P11021')"
"('Q8NG27', 'P00390')"
"('Q96JH7', 'O15198')"
"('P07948', 'Q12972')"
"('O14933', 'Q92560')"
"('P62328', 'Q96ID5')"
"('O94864', 'O75528')"
"('Q9HAF1', 'P51116')"
"('P68871', 'P00739')"
"('P42224', 'P04637')"
"('P01106', 'P54819')"
"('P63104', 'P22492')"
"('Q00987', 'P18146')"
"('Q92839', 'P56537')"
"('Q9HCX4', 'P20591')"
"('P63104', 'P42704')"
"('P41970', 'Q02363')"
"('O60828', 'P55795')"
"('Q96RT1', 'P33402')"
"('P05141', 'P19438')"
"('Q9Y264', 'P11362')"
"('Q01344', 'O60674')"
"('P11532', 'P68133')"
"('Q9Y5J5', 'O95433')"
"('Q9UI14', 'Q8TB24')"
"('Q9H267', 'P00533')"
"('P20073', 'O14640')"
"('Q6P161', 'Q14197')"
"('Q14789', 'Q99986')"
"('O75676', 'Q70SY1')"
"('Q13347', 'O75822')"
"('Q13315', 'Q12857')"
"('Q969U7', 'P25789')"
"('P33176', 'P62330')"
"('Q99880', 'P21675')"
"('Q06265', 'Q13838')"
"('O95685', 'Q13522')"
"('Q9BQ52', 'Q15796')"
"('P01106', 'Q9BSY9')"
"('Q05516', 'Q9NP79')"
"('O43586', 'P18031')"
"('Q15256', 'P53778')"
"('Q04759', 'O14920')"
"('P31947', 'Q86YV5')"
"('P33240', 'O43809')"
"('Q99576', 'Q9UM19')"
"('Q7Z478', 'Q9UG56')"
"('O94806', 'P19883')"
"('P62993', 'Q9ULV4')"
"('P07942', 'P23229')"
"('P19012', 'Q9BT92')"
"('O75150', 'Q9Y4E5')"
"('Q9HAV0', 'Q13972')"
"('P13686', 'Q05516')"
"('Q96BN2', 'O75486')"
"('Q9UQ80', 'P61353')"
"('P30050', 'Q9UKV8')"
"('Q9UIA9', 'Q15750')"
"('O15111', 'Q92793')"
"('574506', 'P24385')"
"('P68400', 'Q6VY07')"
"('Q4LE39', 'P24385')"
"('P98160', 'P28300')"
"('P23508', 'Q13085')"
"('P63261', 'Q9ULL8')"
"('O14933', 'Q9NVW2')"
"('Q96SB4', 'Q15287')"
"('O94989', 'Q9Y3A3')"
"('A8K4G0', 'P06241')"
"('P04275', 'O75578')"
"('P51665', 'P62191')"
"('P08758', 'P35555')"
"('P45984', 'Q9UPN3')"
"('P18146', 'P54219')"
"('O75400', 'Q01081')"
"('Q16891', 'Q99816')"
"('P43088', 'P41222')"
"('Q86VP1', 'Q13137')"
"('O14936', 'P18827')"
"('Q13619', 'Q8NHY2')"
"('Q53QZ3', 'P61586')"
"('O95639', 'Q13573')"
"('Q9NRR5', 'P69849')"
"('O14896', 'Q13568')"
"('P54764', 'P20936')"
"('Q96BR1', 'Q96J02')"
"('Q96EP0', 'Q5VTD9')"
"('P32121', 'Q8NGF1')"
"('Q15005', 'Q9NY93')"
"('Q9NV56', 'Q52LR7')"
"('Q13237', 'Q99941')"
"('Q8N1B4', 'P61421')"
"('P08138', 'P27986')"
"('Q8TD19', 'Q9H0R8')"
"('Q86YP4', 'Q9UBB5')"
"('P04233', 'P33076')"
"('P29274', 'P84996')"
"('Q5SW24', 'Q05655')"
"('P38936', 'P24864')"
"('Q96DI7', 'Q16531')"
"('P25685', 'Q14164')"
"('Q15323', 'P54259')"
"('O95602', 'Q9Y2S0')"
"('Q13444', 'Q14155')"
"('Q92985', 'P13674')"
"('P48059', 'Q99459')"
"('P41252', 'O00141')"
"('Q13315', 'P11532')"
"('P33552', 'P06493')"
"('Q5SRE5', 'Q8NFH3')"
"('P04085', 'P22607')"
"('P07199', 'P49841')"
"('Q99759', 'P35579')"
"('Q92985', 'Q8IZI9')"
"('Q9H492', 'Q8IXH6')"
"('P78395', 'Q15843')"
"('P11802', 'Q9UIV1')"
"('Q8IWZ8', 'P26368')"
"('Q10586', 'P35638')"
"('P98164', 'P54259')"
"('Q13576', 'P01106')"
"('P02458', 'P21781')"
"('P52272', 'P31943')"
"('P22612', 'P18847')"
"('Q86WN2', 'Q08334')"
"('P83731', 'Q8TDR0')"
"('Q13164', 'O00141')"
"('Q99558', 'P27708')"
"('Q16849', 'Q13425')"
"('Q15649', 'P41235')"
"('Q15654', 'O60603')"
"('Q9Y618', 'Q05516')"
"('Q9NX70', 'Q9NVC6')"
"('P25490', 'Q00987')"
"('P49746', 'P08648')"
"('P01106', 'Q7L2E3')"
"('P61956', 'Q92844')"
"('Q96EY1', 'O60674')"
"('P04899', 'P63215')"
"('Q9NQB0', 'O95813')"
"('Q15329', 'Q99684')"
"('Q92793', 'P19793')"
"('Q03181', 'P28702')"
"('Q13535', 'Q9UBE0')"
"('Q7Z2G1', 'O15379')"
"('P22626', 'Q08211')"
"('O75369', 'P05106')"
"('Q96KP6', 'Q04206')"
"('Q29RF7', 'Q9UQE7')"
"('P31994', 'Q6PI73')"
"('P24394', 'Q92835')"
"('P25490', 'Q96EZ8')"
"('A0JLT2', 'Q14978')"
"('P08047', 'O15392')"
"('P07951', 'P12757')"
"('P07948', 'P27635')"
"('Q9UBW7', 'Q15744')"
"('Q9GZS1', 'Q9Y2S0')"
"('Q15834', 'Q9BUY5')"
"('Q96AQ9', 'Q9Y6D9')"
"('P62263', 'P62269')"
"('Q15323', 'Q6IBS0')"
"('Q96B97', 'O60684')"
"('Q8TF72', 'P31947')"
"('P23508', 'P22061')"
"('P12644', 'Q13873')"
"('P04637', 'P51587')"
"('Q9H7E9', 'Q3B7T1')"
"('Q12933', 'P08138')"
"('Q16585', 'Q16586')"
"('Q14108', 'Q03135')"
"('O00217', 'P03905')"
"('Q9GZX6', 'Q13261')"
"('O75771', 'Q96C19')"
"('P48546', 'P09681')"
"('P43246', 'Q9UQ84')"
"('O43741', 'Q92574')"
"('Q2TAY7', 'P63010')"
"('P30939', 'P08754')"
"('P35080', 'Q99719')"
"('Q13426', 'Q7Z2E3')"
"('Q8N5F7', 'Q14562')"
"('Q9H2G2', 'P31273')"
"('P12757', 'P30260')"
"('Q14558', 'Q13418')"
"('Q9Y4K3', 'P10721')"
"('P09919', 'P10912')"
"('Q16778', 'Q9P0M6')"
"('Q13191', 'Q15303')"
"('Q9UQM7', 'Q9NZT1')"
"('Q13616', 'Q8IYD8')"
"('O75177', 'Q8HWS3')"
"('P53778', 'P19838')"
"('Q07889', 'P05556')"
"('Q8N2W9', 'Q8IUC6')"
"('P18124', 'P05387')"
"('P62330', 'O43665')"
"('P06400', 'Q9NY61')"
"('O75530', 'Q92800')"
"('P0C5Y9', 'P62875')"
"('O43167', 'Q99750')"
"('P63165', 'P21359')"
"('P01241', 'P26992')"
"('Q15642', 'P14672')"
"('P30480', 'P46108')"
"('Q9Y6F9', 'Q9ULV1')"
"('P16144', 'Q92569')"
"('P08173', 'O14775')"
"('Q15797', 'Q09472')"
"('Q99848', 'Q9UKV8')"
"('P08754', 'P42336')"
"('Q9BQ83', 'P25787')"
"('P17612', 'Q9NZT1')"
"('P63000', 'O60684')"
"('P01106', 'O75223')"
"('Q96JB5', 'Q9NRI5')"
"('Q99856', 'O75925')"
"('Q96K80', 'Q93062')"
"('Q13573', 'Q96BN8')"
"('Q9UQ80', 'Q9Y478')"
"('O95816', 'A0JLT2')"
"('Q03164', 'Q8WVC0')"
"('Q13753', 'P23229')"
"('Q99757', 'Q04206')"
"('P01106', 'Q6STE5')"
"('Q9HBI0', 'P18564')"
"('O95163', 'O14920')"
"('O60941', 'P11532')"
"('O15264', 'Q00005')"
"('P58418', 'Q13402')"
"('P22301', 'Q08334')"
"('O14640', 'O15105')"
"('O14818', 'P25787')"
"('P30793', 'Q99962')"
"('P11802', 'P06576')"
"('Q9Y265', 'P19838')"
"('O15111', 'P12931')"
"('P14635', 'Q86WB0')"
"('Q9H0E9', 'O95619')"
"('O60739', 'O00303')"
"('Q9UKK9', 'P30480')"
"('Q9UKW4', 'P62316')"
"('P55036', 'Q9Y5K5')"
"('P01106', 'Q96BY6')"
"('Q96RK0', 'P54253')"
"('P46527', 'O96020')"
"('P63165', 'Q9NX05')"
"('Q9NPJ8', 'Q9GZY0')"
"('Q05655', 'Q08462')"
"('Q8TDN6', 'Q13573')"
"('P04637', 'P49888')"
"('O43521', 'Q96QB1')"
"('O75376', 'Q14995')"
"('Q8TC59', 'Q9UPY3')"
"('P62266', 'P62847')"
"('Q96B33', 'Q16625')"
"('O95197', 'Q14151')"
"('P60520', 'P68871')"
"('Q86Y01', 'P62837')"
"('P08238', 'Q9HB07')"
"('O75078', 'O76061')"
"('Q96EY1', 'Q9Y5J5')"
"('P63104', 'Q9NYF5')"
"('Q15750', 'Q9H4K7')"
"('P04908', 'Q99879')"
"('Q13242', 'Q5JVS0')"
"('P24522', 'Q9H4H8')"
"('P16220', 'Q8IVL1')"
